ID,Codigo Equipo,Correlativo Equipo ,Fecha de Mantenimiento,Descripcion de actividad,Preventivo,Taller Externo,Costo ,OT,Modified,CodigoYCorr,Fecha Programado,Ejecutado,Actividades programadas,Created,Compliance Asset Id,Item Type,Path
141,PCLD.GDV.TCDL,1.0,2025-01-07 00:00:00,"Peritaje en Frio de Caldera Dual de 500 BHP. #1.
NRMT: 0512.
Modelo: CB-600-500-150.
Serial. L-89643.

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.",Si,Si,,,2025-02-10 11:16:08,PCLD.GDV.TCDL.1,,,,2025-02-10 11:16:07,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
142,PCLD.GDV.TCDL,2.0,2025-01-07 00:00:00,"Peritaje en Frio de Caldera Dual de 600 BHP. #2.
NRMT: 0513.
Modelo: WB-A2-3P.
Serial. 17900P-WB00-01

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2025-02-10 11:17:13,PCLD.GDV.TCDL.2,,,,2025-02-10 11:17:11,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
143,PCLD.GDV.TCDL,3.0,2025-02-10 00:00:00,"Peritaje en Frio de Caldera Dual de 800 BHP. #3.
NRMT: 0702.
Modelo: CB-600-800-150.
Serial. OL-104266

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.",Si,Si,,,2025-02-10 11:18:16,PCLD.GDV.TCDL.3,,,,2025-02-10 11:18:15,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
144,PCLD.GDV.TCDL,4.0,2025-01-07 00:00:00,"Peritaje en Frio de Caldera de 800 BHP. #4.
NRMT: 0729
Modelo: CB-600-800-150.
Serial. L-104265

Prueba hidrostatica 150 psi.
Pruebas de valvulas de seguridad .
Incrustacion, Corrosionen el cuerpo.
Revicion de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soporteria y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2025-02-10 11:19:06,PCLD.GDV.TCDL.4,,,,2025-02-10 11:19:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
145,PCLD.GDV.TCDL,5.0,2025-01-07 00:00:00,"Peritaje en Frio de Caldera de 800 BHP. #5.
NRMT: 0728.
Modelo: CB-600-500-150.
Serial. L-104480.

Prueba hidrostática 150 psi.
Pruebas de válvulas de seguridad .
Incrustación, Corrosion el cuerpo.
Revision de columna de agua.
Condicion de reguistros (Tortugas etc.).
Esatado de tubo de calefaccion.
Estado placa cuerpo.
Estado de Compuertas.
Estados de Refactarios.
Estado de limpieza de caldera.
Estado de soportaría y Base.

Costo por Servicio bajo convenio con proveedor.
",Si,Si,,,2025-02-10 11:20:13,PCLD.GDV.TCDL.5,,,,2025-02-10 11:20:12,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
151,SB.46kV.TX,1.0,2024-10-27 00:00:00,"Gases altos pero no peligrosos, desgasificar rotundamente en diciembre de 2025 NOEDIT",Si,Si,1800.0,5.0,2025-02-26 15:50:08,SB.46kV.TX.1,,,,2025-02-25 15:03:22,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
157,INF.CIV.MUR,1.0,2025-02-25 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Febrero
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:28:40,INF.CIV.MUR.1,,,,2025-03-03 08:23:26,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
158,SB.46kV.LIN,1.0,2025-04-11 00:00:00,"Auditoria Anual SIMEC. 2025
HanesBrands Etesal Opico.
INT. 38-4-83.
Plano esquemático.
Plano unifilar.
configuración de medidores.
Pruebas de los TP.
Pruebas de los Tc.
Prueba de potencia.
Prueba de Comunicacion.",Si,,1300.0,,2025-11-01 13:45:43,SB.46kV.LIN.1,,,,2025-04-28 14:38:04,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
159,SB.46kV.TC,4.0,2025-04-08 00:00:00,"TCs. de San Juan Opico.
Informe de pruebas electricas a Tranformadores de Corriente.
Sadtem.
Serie 678017, Face A.
Serie 678018, Face B.
Serie 678019, Face C.
Costo por prueba y montage.",Si,Energy,2200.0,,2025-05-30 08:02:48,SB.46kV.TC.4,,,,2025-04-28 15:06:16,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
160,,,2025-04-11 00:00:00,"Auditoria Anual SIMEC_11_Abril_2025.
INT. 38-4-83
Plano Esquemático.
Plano Unifilar.
Configuración de Medidores 450, 454.
Prueba de TC.
Prueba de TP.
Prueba de potencia.
Prueba de Comunicacion.

",Si,,1300.0,,2025-04-29 16:14:17,.,,,,2025-04-29 16:14:15,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
161,SB.46kV.TC,4.0,2025-04-11 00:00:00,"Auditoria Anual SIMEC_11_ABRIL_2025.
INT. 38-4-83.
Plano Esquemático.
Plano Unifilar.
Configuración de Medidores.
Pruebas de TC.
Pruebas de TP.
Prueba de potencia.
Pruebas de comunicaciones.
",Si,Si,1300.0,,2025-05-30 08:03:02,SB.46kV.TC.4,,,,2025-04-29 16:19:49,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
162,SB.46kV.TX,1.0,2023-12-19 00:00:00,"DIAGNOSTICO Y MONITOREO DE ACEITE DIELÉCTRICO.
a) Número de neutralización ó acidez ASTM D974b. 
b) ITF o Tensión Interfacial ASTM D971c. 
c) Rigidez dieléctrica ASTM D877d. 
d) Color ASTM D1500e. 
e) Examen Visual ASTM DT154f. 
f) Gravedad Específica ASTM D1298h. 
g) Humedad (KF) ASTM D 1533I. 
h) DGA Cromatografía Gases Disueltos (ASTM D 3612)j. 
i) Contenido de furanos (ASTM D5837)k. 
j) RIGIDEZ DIELECTRICA ASTM D1816
",Si,Cideca,,,2025-04-29 16:24:48,SB.46kV.TX.1,,,,2025-04-29 16:24:48,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
163,SB.23KV.INT,1.0,2024-10-27 00:00:00,"Mantenimiento de Celdas MT, ABB, con interruptor en vacío Extraíbles
Prueba de resistencia de aislamiento.
prueba de resistencia de Óhmica de Bobinas.
Pruebas de apertura y Cierre.
Limpieza lubricación y apreté conexiones",Si,,1800.0,,2025-11-01 13:46:24,SB.23KV.INT.1,,,,2025-04-30 09:58:08,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
164,,2.0,2024-10-27 00:00:00,"Servicio de mantenimiento preventive a Celdas MT 
Mca. ABB contenido interruptores al vació tipo 
extraíble, Incluye, pero no se limita a:
Celdas
* Pruebas de resistencia de aislamiento
* Pruebas de Resistencia Óhmico de contactos
* Pruebas de Apertura y cierre
* Limpieza y lubricación",Si,,1800.0,,2025-04-30 10:08:04,.2,,,,2025-04-30 10:08:02,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
165,,2.0,2024-10-27 00:00:00,"Servicio de mantenimiento preventive a Celdas MT 
Mca. ABB conteniedo interruptorers al vacio tipo 
extraible, Incluye, pero no se limita a:
Celdas
* Pruebas de resistencia de aislamiento
* Pruebas de Resistencia Óhmico de contactos
* Pruebas de Apertura y cierre
* Limpieza y lubricación",Si,Si,1800.0,,2025-04-30 10:12:30,.2,,,,2025-04-30 10:12:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
166,,2.0,2024-10-27 00:00:00,"Servicio de Mantenimiento preventivo a celda de media tención.
Marca ABB.
Pruebas de resistencia de aislamiento
Pruebas de Resistencia Óhmica de contactos
Pruebas de Apertura y cierre
Limpieza y lubricación",Si,Si,1800.0,,2025-05-02 07:15:18,.2,,,,2025-05-02 07:15:16,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
167,,1.0,2024-10-27 00:00:00,"Servicio de Mantenimiento preventivo a celda de media tención.
Marca ABB.
Pruebas de resistencia de aislamiento
Pruebas de Resistencia Óhmica de contactos
Pruebas de Apertura y cierre
Limpieza y lubricación",Si,Si,1800.0,,2025-05-02 07:19:38,.1,,,,2025-05-02 07:19:37,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
168,,,2024-10-27 00:00:00,"Servicio de Mantenimiento preventivo a celda de media tención.
Marca ABB.
Pruebas de resistencia de aislamiento
Pruebas de Resistencia Óhmica de contactos
Pruebas de Apertura y cierre
Limpieza y lubricación",Si,Si,1800.0,,2025-05-02 07:21:05,.,,,,2025-05-02 07:21:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
169,SB.46kV.TX,1.0,2024-10-27 00:00:00,"Servicio de Mantenimiento preventivo a celda de media tención.
Marca ABB.
Pruebas de resistencia de aislamiento
Pruebas de Resistencia Óhmica de contactos
Pruebas de Apertura y cierre
Limpieza y lubricación",Si,Si,,,2025-05-02 07:25:45,SB.46kV.TX.1,,,,2025-05-02 07:25:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
170,SB.46kV.INT,1.0,2024-10-27 00:00:00,"Recarga de gas SF6 a Interruptor de potencia. Subestación principal.
Detención de fuga de gas SF6.",Si,Si,1275.0,,2025-05-30 07:58:50,SB.46kV.INT.1,,,,2025-05-02 07:40:45,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
171,PTAR2.AA.AE,1.0,2025-03-21 00:00:00,Mantenimiento preventivo aereador 1 planta 1.  inlcuye mantenminento de caja reductora y motor .  agergar caja reductora presento problemas -. ,Si,Taller Hernandez,,,2025-05-02 08:48:43,PTAR2.AA.AE.1,,,,2025-05-02 08:48:42,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
172,PTAR1.AA.AE,1.0,2025-03-25 00:00:00,"Mantemiento correctivo inlcuye soldadora de punta de eje, motor, cambio de chumaceras y piñon de caja . ",No,Taller Hernandez,7000.0,,2025-06-04 08:17:30,PTAR1.AA.AE.1,,,,2025-05-12 12:29:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
174,PDO.ADO.BBI,3.0,2025-05-09 00:00:00,"Se hizo reclamo por fuga de aciete debido a falla de retenedor. se solvento , bomba actualmente trabajando con normalidad.",Si,Si,,,2025-05-13 06:47:13,PDO.ADO.BBI.3,,,,2025-05-13 06:47:13,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
175,PDO.AEC.CTR,1.0,2025-05-23 00:00:00,Se realizo mtto preventivo programado para  compresores de area de ozono,Si,Kaeser,,,2025-05-26 12:43:22,PDO.AEC.CTR.1,,,,2025-05-26 12:43:22,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
176,PDO.AEC.CTR,2.0,2025-05-23 00:00:00,Mtto preventivo programado ,Si,Kaeser,,,2025-05-26 12:44:18,PDO.AEC.CTR.2,,,,2025-05-26 12:44:18,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
177,PSVZ.EXT.POZ,1.0,2022-12-19 00:00:00,"mantenimiento preventivo pozo 1, se econtro roturas  en columna de succion , se trabaja en menos revoluciones. ",Si,MAPOSA,3700.0,,2025-06-09 08:53:58,PSVZ.EXT.POZ.1,,,,2025-06-04 08:51:29,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
178,PSVZ.EXT.POZ,2.0,2023-03-14 00:00:00,"se cambio a bomba de 50 hp con la empresa hidrotec por un monto de 1500, un año antes se le dio mtto preventivo completo con maposa. ",Si,MAPOSA,4900.0,,2025-06-09 09:23:02,PSVZ.EXT.POZ.2,,,,2025-06-04 08:51:45,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
179,PSVZ.EXT.POZ,3.0,2024-12-23 00:00:00,mtto preventivo pozo 3,Si,MAPOSA,3000.0,,2025-06-09 10:17:11,PSVZ.EXT.POZ.3,,,,2025-06-04 08:51:53,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
180,PSVZ.EXT.POZ,4.0,2024-12-19 00:00:00,Se dio mtto  preventivo a pozo 4,Si,MAPOSA,4800.0,,2025-06-09 10:29:16,PSVZ.EXT.POZ.4,,,,2025-06-04 08:52:13,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
181,PSVZ.EXT.POZ,5.0,2025-06-03 00:00:00,Mantenimiento preventivo de pozo ,Si,MAPOSA,3700.0,,2025-06-09 10:38:23,PSVZ.EXT.POZ.5,,,,2025-06-04 08:52:35,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
182,PTAR1.AA.MI,2.0,2024-12-20 00:00:00,Rebobinado de mixer 20  hp. ,No,Taller Hernandez,1080.0,,2025-06-05 13:57:25,PTAR1.AA.MI.2,,,,2025-06-05 13:57:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
183,,,2024-09-20 00:00:00,"Se le dio Mtto preventivo, que incluyo cambio de baleros, ademas se sustituyo el plato- ",No,Taller Hernandez,1600.0,,2025-06-06 14:22:20,.,,,,2025-06-06 14:22:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
184,,8.0,2024-09-27 00:00:00,"Se dio mtto preventivo, sin embargo se reparo y fabrio plato de base de mixer.  el costo por el prevemtovp es 13325 ",No,Taller Hernandez,395.0,,2025-06-06 14:26:26,.8,,,,2025-06-06 14:26:25,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
185,PSVZ.EXT.POZ,1.0,2022-12-16 00:00:00,"Mantenimiento preventivo pozos de explotacion,",Si,MAPOSA,3700.0,,2025-06-09 08:16:41,PSVZ.EXT.POZ.1,,,,2025-06-06 14:46:28,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
186,PTAR1.AA.MI,8.0,2024-09-27 00:00:00,Se dio mtto preventivo ademas se cambio plato fijador. ,Si,Taller Hernandez,1695.0,,2025-06-06 14:58:55,PTAR1.AA.MI.8,,,,2025-06-06 14:58:54,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
187,PTAR1.AA.MI,9.0,2024-12-12 00:00:00,"Se dio mantenimiento preventivo que incluye cambio de rodamientos y reparación de cuerpo de flotador, además se rebobino ",No,Taller Hernandez,2425.0,,2025-06-07 07:03:14,PTAR1.AA.MI.9,,,,2025-06-07 07:03:12,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
188,PSVZ.EXT.POZ,3.0,2025-02-17 00:00:00,Sustitucion de cable de alimentacion electrica y cambio de bomba.,Si,MAPOSA,1500.0,,2025-06-09 10:23:56,PSVZ.EXT.POZ.3,,,,2025-06-09 10:23:11,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
189,,1.0,2023-11-13 00:00:00,"se cambio selllo, ademas se le dio matto preventivo que incluure cambio de rodamientos . ",No,Taller Hernandez,5500.0,,2025-06-09 10:49:53,.1,,,,2025-06-09 10:49:52,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
190,,1.0,2025-03-17 00:00:00,Fabricacion de masas y cambio de acople para transmision motor y bomba 1 de 125hp,Si,Taller Hernandez,1405.0,,2025-06-09 10:54:06,.1,,,,2025-06-09 10:54:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
191,PSVZ.CTN.BBS,1.0,2025-03-17 00:00:00,Fabriacacion de masas y cambio de acople de bomba 1. ,Si,Taller Hernandez,1405.0,,2025-06-09 10:55:20,PSVZ.CTN.BBS.1,,,,2025-06-09 10:55:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
192,PSVZ.CTN.BBS,2.0,2025-03-18 00:00:00,Fabriacion y cambio de acople bomba 125 #2,Si,Taller Hernandez,1405.0,,2025-06-09 10:59:24,PSVZ.CTN.BBS.2,,,,2025-06-09 10:59:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
193,PSVZ.SVDR.BTS,3.0,2025-01-13 00:00:00,se dio mtto preventivo motor y bomba    3,Si,Taller Hernandez,2250.0,,2025-11-01 13:51:55,PSVZ.SVDR.BTS.3,,,,2025-06-09 11:03:32,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
194,,,2025-06-03 00:00:00,,Si,Taller Hernandez,,,2025-06-09 11:04:00,.,,,,2025-06-09 11:04:00,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
195,PSVZ.CTN.BBS,3.0,2025-06-10 00:00:00,MTTO PREVENTIVO BOMBA 3 ,Si,Taller Hernandez,2250.0,,2025-06-09 11:06:44,PSVZ.CTN.BBS.3,,,,2025-06-09 11:04:32,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
196,PTAR2.DOC.CLR,1.0,2025-01-30 00:00:00,Rebobinado y cambio de baleros de emergencia.,No,Taller Hernandez,825.0,,2025-06-09 12:07:23,PTAR2.DOC.CLR.1,,,,2025-06-09 12:05:42,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
197,SB.23KV.INT,1.0,2024-10-27 00:00:00,"Mantenimiento de Celdas V/P 24.12.20
Marca ABB.
• Prueba de resistencia de aislamiento
• Prueba de resistencia óhmica de contactos principales
• Pruebas de apertura y cierre de los equipos
• Limpieza lubricación y apreté conexiones",Si,Si,1800.0,,2025-06-09 12:12:04,SB.23KV.INT.1,,,,2025-06-09 12:12:03,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
198,SCI.CBCI.BCI,1.0,2025-03-15 00:00:00,Se cambiaron baleros de driver  motor contra incendios 1. ,Si,Taller Hernandez,2225.0,,2025-06-09 12:35:03,SCI.CBCI.BCI.1,,,,2025-06-09 12:35:02,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
199,PTAR2.AA.AE,8.0,2025-03-03 00:00:00,"mtto preventivo que incluye cambio de rodamientos, pintura, y medicion de parametros electricos. ",Si,Taller Hernandez,1406.0,,2025-06-09 13:33:45,PTAR2.AA.AE.8,,,,2025-06-09 12:58:34,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
200,PTAR2.AA.AE,9.0,2025-03-05 00:00:00,"mtto preventivo que incluye cambio de rodamientos, pintura, y medicion de parametros electricos. ",Si,Taller Hernandez,1408.0,,2025-06-09 13:33:19,PTAR2.AA.AE.9,,,,2025-06-09 12:59:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
201,SB.23KV.LIN,1.0,2025-05-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Mayo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",,,,,2025-11-12 12:28:51,SB.23KV.LIN.1,,,,2025-06-09 13:18:13,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
202,SB.23KV.LIN,1.0,2025-05-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Abril
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:20:00,SB.23KV.LIN.1,,,,2025-06-09 13:20:00,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
203,SB.23KV.LIN,1.0,2025-06-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Mayo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:44:58,SB.23KV.LIN.1,,,,2025-06-09 13:47:48,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
204,SB.23KV.LIN,1.0,2025-04-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Abril
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:50:19,SB.23KV.LIN.1,,,,2025-06-09 13:50:19,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
205,SB.23KV.LIN,1.0,2025-04-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-11-01 13:47:13,SB.23KV.LIN.1,,,,2025-06-09 13:56:06,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
206,SB.23KV.LIN,1.0,2025-04-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:58:17,SB.23KV.LIN.1,,,,2025-06-09 13:58:16,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
207,SB.23KV.LIN,1.0,2025-03-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Marzo
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 13:59:47,SB.23KV.LIN.1,,,,2025-06-09 13:59:46,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
208,SB.23KV.LIN,1.0,2025-03-01 00:00:00,"Reporte de actividades CIDECA 16 al 28 de Febrero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:37:28,SB.23KV.LIN.1,,,,2025-06-09 14:37:27,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
209,SB.23KV.LIN,1.0,2025-02-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Febrero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:38:24,SB.23KV.LIN.1,,,,2025-06-09 14:38:24,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
210,SB.23KV.LIN,1.0,2025-02-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Enero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:39:44,SB.23KV.LIN.1,,,,2025-06-09 14:39:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
211,SB.23KV.LIN,1.0,2025-01-16 00:00:00,"Reporte de actividades CIDECA 01 al 15 de Enero
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:40:58,SB.23KV.LIN.1,,,,2025-06-09 14:40:57,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
212,SB.23KV.LIN,1.0,2025-01-01 00:00:00,"Reporte de actividades CIDECA 16 al 31 de Diciembre
-Mantenimiento programado de Linea
Sustitución de elementos 
Limpieza de Elementos.
-Inspección y poda de línea de distribución de 23 kV
-Actividades de mantenimiento en acometidas primarias de 23 kV",Si,Cideca,,,2025-06-09 14:43:53,SB.23KV.LIN.1,,,,2025-06-09 14:43:52,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
213,SB.46kV.TC,1.0,2024-12-18 00:00:00,"Pruebas de TCs san Juan Opico
Relacion de espira de polaridad
Resistencia de devanado
Curva de Saturación.
Determinación de Error: Magnitud y Fase – Método Indirecto.",Si,Si,,,2025-06-10 14:54:49,SB.46kV.TC.1,,,,2025-06-10 14:54:46,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
214,SB.46kV.TC,4.0,2024-12-18 00:00:00,"Pruebas Ejecutadas.
-Relación de espiras y polaridad.
-Resistencia de Devanados.
-Curva de saturación.
-Determinación de Error: Magnitud y Fase – Método Indirecto.

",Si,Si,,,2025-06-10 14:59:13,SB.46kV.TC.4,,,,2025-06-10 14:59:09,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
215,SB.46kV.LIN,1.0,2025-06-01 00:00:00,"Informe de actividades del 16 al 31 de mayo 2025.
-inspección de línea.
-poda de ramas de arboles.
",Si,Cideca,,,2025-06-10 15:04:46,SB.46kV.LIN.1,,,,2025-06-10 15:04:44,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
216,INF.CIV.MUR,1.0,2025-03-31 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Marzo
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de batería.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:28:51,INF.CIV.MUR.1,,,,2025-06-11 15:04:00,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
217,INF.CIV.MUR,1.0,2025-04-30 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Abril
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de bateria.
Revisión de sirena.
Repáracion de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:29:03,INF.CIV.MUR.1,,,,2025-06-11 15:07:41,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
218,INF.CIV.MUR,1.0,2025-05-31 00:00:00,"Mantenimiento de cerca eléctrica de Sitio. Mes de Mayo
Zonas 1 hasta Zona 8.
Limpieza de maleza.
Revisión de chispa.
Revisión de batería.
Revisión de sirena.
Reparación de lineas.",Si,JV Sistemas,325.0,,2025-06-11 15:29:14,INF.CIV.MUR.1,,,,2025-06-11 15:10:23,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
219,SCI.CBCI.BCI,1.0,2025-06-10 00:00:00,Mtto preventivo de sistema contra incendios.,Si,Si,1300.0,,2025-11-01 13:44:37,SCI.CBCI.BCI.1,,,,2025-07-28 12:21:34,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
220,PSVZ.EXT.POZ,4.0,2025-08-09 00:00:00,"Se realizo la sustitución de bomba y motor de 100hp en pozo 4. agregar que se colocó motor de 100hp que estaba de media vida.  además, se hizo cambio de variador por un arrancador suave. se está cotizando la reposición de variador .",No,MAPOSA,1500.0,,2025-08-22 07:48:59,PSVZ.EXT.POZ.4,,,,2025-08-22 07:48:59,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
221,PSVZ.EXT.POZ,2.0,2025-08-11 00:00:00,"Mantenimiento preventivo de pozo 2.
se identifico que motor de 50 hp esta quemado. ",Si,MAPOSA,2950.0,,2025-08-22 08:10:56,PSVZ.EXT.POZ.2,,,,2025-08-22 08:10:56,,Elemento,sites/FacilitiesLists/Lists/List Historicos de mantenimiento
